"Broad Bean
Origin","Broad Bean
Origin",Income group,Region,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,
"Venezuela, RB",Venezuela,Upper middle income,Latin America & Caribbean,8.16271041,7.167369512,3.798934326,-4.566942212,-2.90526003,2.559313287,3.920542223,-0.089837107,-4.731050162,0,0,0,0,
Jamaica,Jamaica,Upper middle income,Latin America & Caribbean,2.361020777,0.925568684,-1.298394126,-4.814344711,-1.970569423,1.168922051,-1.181513082,-0.078981212,0.112839129,0.350414362,0.849831425,0.473292316,1.370319338,
Haiti,Haiti,Low income,Latin America & Caribbean,0.613447915,1.70483003,-0.73722184,1.489704901,-6.934665817,3.946176899,1.37347407,2.733350335,1.36448213,-0.175422966,0.100985988,-0.13852073,0.199182913,
United States,Hawaii,High income,North America,1.867955514,0.911865597,-1.076700087,-3.38743566,1.71674816,0.816231685,1.502170582,1.138497258,1.702634248,2.125122816,0.835127873,1.564444431,2.22182891,
Dominican Republic,"Dom. Rep., Madagascar",Upper middle income,Latin America & Caribbean,7.736305254,6.033694071,1.908603408,-0.304633349,7.016750474,1.892348697,1.499963278,3.650787233,6.397640872,5.820572986,5.422167969,3.404295446,5.803116129,
Haiti,"Gre., PNG, Haw., Haiti, Mad",Low income,Latin America & Caribbean,0.613447915,1.70483003,-0.73722184,1.489704901,-6.934665817,3.946176899,1.37347407,2.733350335,1.36448213,-0.175422966,0.100985988,-0.13852073,0.199182913,
Guatemala,Guatemala,Upper middle income,Latin America & Caribbean,3.012192577,3.950633989,1.023941773,-1.649558746,0.660606009,1.943561071,0.798801032,1.536354441,2.032085718,2.030732289,1.037037387,0.744150536,1.154371768,
"Venezuela, RB",Venezuela,Upper middle income,Latin America & Caribbean,8.16271041,7.167369512,3.798934326,-4.566942212,-2.90526003,2.559313287,3.920542223,-0.089837107,-4.731050162,0,0,0,0,
Madagascar,"Mad., Java, PNG",Low income,Sub-Saharan Africa,1.999105964,3.215972593,4.112619346,-6.68611369,-2.498167614,-1.309325039,0.24892493,-0.481897261,0.562646459,0.3755243,1.416747523,1.548700256,2.416764912,
Papua New Guinea,Papua New Guinea,Lower middle income,East Asia & Pacific,-0.044662242,8.460565895,-2.690903743,4.28556663,7.628132372,-1.080578023,2.470675416,1.73187684,11.23832133,7.325011424,2.03625075,-0.451189954,-1.536193585,
Grenada,Grenada,Upper middle income,Latin America & Caribbean,-4.241543578,5.864170342,0.692914663,-6.907241753,-0.92707516,0.233770768,-1.753110682,1.666363516,6.622548322,5.76621355,3.112792131,4.478364927,4.281470533,
Bolivia,Bolivia,Lower middle income,Latin America & Caribbean,2.97734206,2.781323569,4.3685374,1.649225543,2.42927786,3.510975031,3.453697676,5.127573478,3.843757228,3.282718711,2.732039942,2.696065296,2.752155942,
Peru,Peru,Upper middle income,Latin America & Caribbean,6.626215977,7.633650272,8.250627366,0.287068446,7.455358648,5.467384491,5.267528821,4.90257197,1.305487896,1.966916414,2.42542665,0.829368602,2.205190229,
Bolivia,"Ven, Bolivia, D.R.",Lower middle income,Latin America & Caribbean,2.97734206,2.781323569,4.3685374,1.649225543,2.42927786,3.510975031,3.453697676,5.127573478,3.843757228,3.282718711,2.732039942,2.696065296,2.752155942,
Dominican Republic,Dominican Republic,Upper middle income,Latin America & Caribbean,7.736305254,6.033694071,1.908603408,-0.304633349,7.016750474,1.892348697,1.499963278,3.650787233,6.397640872,5.820572986,5.422167969,3.404295446,5.803116129,
"Venezuela, RB",Venezuela,Upper middle income,Latin America & Caribbean,8.16271041,7.167369512,3.798934326,-4.566942212,-2.90526003,2.559313287,3.920542223,-0.089837107,-4.731050162,0,0,0,0,
Dominican Republic,"DR, Ecuador, Peru",Upper middle income,Latin America & Caribbean,7.736305254,6.033694071,1.908603408,-0.304633349,7.016750474,1.892348697,1.499963278,3.650787233,6.397640872,5.820572986,5.422167969,3.404295446,5.803116129,
Dominican Republic,Dominican Republic,Upper middle income,Latin America & Caribbean,7.736305254,6.033694071,1.908603408,-0.304633349,7.016750474,1.892348697,1.499963278,3.650787233,6.397640872,5.820572986,5.422167969,3.404295446,5.803116129,
Ghana,Ghana,Lower middle income,Sub-Saharan Africa,3.716443793,1.689108882,6.371104419,2.21104946,5.24929629,11.3154464,6.733563592,4.847493942,0.566072139,-0.11392677,1.149647335,5.768551437,3.958667186,
Dominican Republic,Dominican Republic,Upper middle income,Latin America & Caribbean,7.736305254,6.033694071,1.908603408,-0.304633349,7.016750474,1.892348697,1.499963278,3.650787233,6.397640872,5.820572986,5.422167969,3.404295446,5.803116129,
Papua New Guinea,Papua New Guinea,Lower middle income,East Asia & Pacific,-0.044662242,8.460565895,-2.690903743,4.28556663,7.628132372,-1.080578023,2.470675416,1.73187684,11.23832133,7.325011424,2.03625075,-0.451189954,-1.536193585,
Madagascar,Madagascar,Low income,Sub-Saharan Africa,1.999105964,3.215972593,4.112619346,-6.68611369,-2.498167614,-1.309325039,0.24892493,-0.481897261,0.562646459,0.3755243,1.416747523,1.548700256,2.416764912,
"Venezuela, RB",Venezuela,Upper middle income,Latin America & Caribbean,8.16271041,7.167369512,3.798934326,-4.566942212,-2.90526003,2.559313287,3.920542223,-0.089837107,-4.731050162,0,0,0,0,
Nicaragua,Nicaragua,Lower middle income,Latin America & Caribbean,2.733979904,3.642290091,2.023517289,-4.607124898,3.002102336,4.894324286,5.081172629,3.543724759,3.416025462,3.436621539,3.224023651,3.349484869,-5.015619975,
United States,Hawaii,High income,North America,1.867955514,0.911865597,-1.076700087,-3.38743566,1.71674816,0.816231685,1.502170582,1.138497258,1.702634248,2.125122816,0.835127873,1.564444431,2.22182891,
Dominican Republic,Dominican Republic,Upper middle income,Latin America & Caribbean,7.736305254,6.033694071,1.908603408,-0.304633349,7.016750474,1.892348697,1.499963278,3.650787233,6.397640872,5.820572986,5.422167969,3.404295446,5.803116129,
Madagascar,Madagascar,Low income,Sub-Saharan Africa,1.999105964,3.215972593,4.112619346,-6.68611369,-2.498167614,-1.309325039,0.24892493,-0.481897261,0.562646459,0.3755243,1.416747523,1.548700256,2.416764912,
"Venezuela, RB",Venezuela,Upper middle income,Latin America & Caribbean,8.16271041,7.167369512,3.798934326,-4.566942212,-2.90526003,2.559313287,3.920542223,-0.089837107,-4.731050162,0,0,0,0,
Ecuador,Ecuador,Upper middle income,Latin America & Caribbean,2.669305,0.494782006,4.607050249,-1.058188534,1.892927572,6.221051678,4.070252971,3.387280468,2.198941227,-1.507585123,-2.898024887,0.573877117,-0.397089903,
Papua New Guinea,Papua New Guinea,Lower middle income,East Asia & Pacific,-0.044662242,8.460565895,-2.690903743,4.28556663,7.628132372,-1.080578023,2.470675416,1.73187684,11.23832133,7.325011424,2.03625075,-0.451189954,-1.536193585,
Tanzania,Tanzania,Low income,Sub-Saharan Africa,3.579046618,3.801081147,2.731038261,2.293184729,3.290252459,4.5498065,1.442555391,3.638008388,3.581372758,3.025983613,3.713713798,3.640010881,2.11505516,
Dominican Republic,Dominican Republic,Upper middle income,Latin America & Caribbean,7.736305254,6.033694071,1.908603408,-0.304633349,7.016750474,1.892348697,1.499963278,3.650787233,6.397640872,5.820572986,5.422167969,3.404295446,5.803116129,
Dominican Republic,Dominican Republic,Upper middle income,Latin America & Caribbean,7.736305254,6.033694071,1.908603408,-0.304633349,7.016750474,1.892348697,1.499963278,3.650787233,6.397640872,5.820572986,5.422167969,3.404295446,5.803116129,
Dominican Republic,Dominican Republic,Upper middle income,Latin America & Caribbean,7.736305254,6.033694071,1.908603408,-0.304633349,7.016750474,1.892348697,1.499963278,3.650787233,6.397640872,5.820572986,5.422167969,3.404295446,5.803116129,
Dominican Republic,Dominican Republic,Upper middle income,Latin America & Caribbean,7.736305254,6.033694071,1.908603408,-0.304633349,7.016750474,1.892348697,1.499963278,3.650787233,6.397640872,5.820572986,5.422167969,3.404295446,5.803116129,
Ecuador,Ecuador,Upper middle income,Latin America & Caribbean,2.669305,0.494782006,4.607050249,-1.058188534,1.892927572,6.221051678,4.070252971,3.387280468,2.198941227,-1.507585123,-2.898024887,0.573877117,-0.397089903,
Peru,Peru,Upper middle income,Latin America & Caribbean,6.626215977,7.633650272,8.250627366,0.287068446,7.455358648,5.467384491,5.267528821,4.90257197,1.305487896,1.966916414,2.42542665,0.829368602,2.205190229,
Dominican Republic,Domincan Republic,Upper middle income,Latin America & Caribbean,7.736305254,6.033694071,1.908603408,-0.304633349,7.016750474,1.892348697,1.499963278,3.650787233,6.397640872,5.820572986,5.422167969,3.404295446,5.803116129,
Ecuador,Ecuador,Upper middle income,Latin America & Caribbean,2.669305,0.494782006,4.607050249,-1.058188534,1.892927572,6.221051678,4.070252971,3.387280468,2.198941227,-1.507585123,-2.898024887,0.573877117,-0.397089903,
Madagascar,Madagascar,Low income,Sub-Saharan Africa,1.999105964,3.215972593,4.112619346,-6.68611369,-2.498167614,-1.309325039,0.24892493,-0.481897261,0.562646459,0.3755243,1.416747523,1.548700256,2.416764912,
Vanuatu,Vanuatu,Lower middle income,East Asia & Pacific,5.890775701,2.728576024,3.969977746,0.825647943,-0.9369117,-1.464068744,-1.037297408,-0.866210852,-0.481576351,-3.450740015,1.310228004,1.872699202,0.671832718,
Bolivia,Bolivia,Lower middle income,Latin America & Caribbean,2.97734206,2.781323569,4.3685374,1.649225543,2.42927786,3.510975031,3.453697676,5.127573478,3.843757228,3.282718711,2.732039942,2.696065296,2.752155942,
Dominican Republic,Dominican Republic,Upper middle income,Latin America & Caribbean,7.736305254,6.033694071,1.908603408,-0.304633349,7.016750474,1.892348697,1.499963278,3.650787233,6.397640872,5.820572986,5.422167969,3.404295446,5.803116129,
Dominican Republic,Dominican Republic,Upper middle income,Latin America & Caribbean,7.736305254,6.033694071,1.908603408,-0.304633349,7.016750474,1.892348697,1.499963278,3.650787233,6.397640872,5.820572986,5.422167969,3.404295446,5.803116129,
Ecuador,Ecuador,Upper middle income,Latin America & Caribbean,2.669305,0.494782006,4.607050249,-1.058188534,1.892927572,6.221051678,4.070252971,3.387280468,2.198941227,-1.507585123,-2.898024887,0.573877117,-0.397089903,
Dominican Republic,Domincan Republic,Upper middle income,Latin America & Caribbean,7.736305254,6.033694071,1.908603408,-0.304633349,7.016750474,1.892348697,1.499963278,3.650787233,6.397640872,5.820572986,5.422167969,3.404295446,5.803116129,
Guatemala,Guatemala,Upper middle income,Latin America & Caribbean,3.012192577,3.950633989,1.023941773,-1.649558746,0.660606009,1.943561071,0.798801032,1.536354441,2.032085718,2.030732289,1.037037387,0.744150536,1.154371768,
Nicaragua,Nicaragua,Lower middle income,Latin America & Caribbean,2.733979904,3.642290091,2.023517289,-4.607124898,3.002102336,4.894324286,5.081172629,3.543724759,3.416025462,3.436621539,3.224023651,3.349484869,-5.015619975,
Madagascar,Madagascar,Low income,Sub-Saharan Africa,1.999105964,3.215972593,4.112619346,-6.68611369,-2.498167614,-1.309325039,0.24892493,-0.481897261,0.562646459,0.3755243,1.416747523,1.548700256,2.416764912,
Brazil,Brazil,Upper middle income,Latin America & Caribbean,2.834754095,4.974704674,4.054409568,-1.081943896,6.524372804,3.026404568,1.014535214,2.108888405,-0.352479218,-4.351483989,-4.098702255,0.251410419,0.328069801,
India,India,Lower middle income,South Asia,6.403280898,6.048183016,1.587599432,6.35108234,7.042349032,3.893900217,4.165528082,5.134956907,6.186731983,6.79703975,6.997009504,6.035154528,5.87831683,
Ecuador,Ecuador,Upper middle income,Latin America & Caribbean,2.669305,0.494782006,4.607050249,-1.058188534,1.892927572,6.221051678,4.070252971,3.387280468,2.198941227,-1.507585123,-2.898024887,0.573877117,-0.397089903,
Ecuador,Ecuador,Upper middle income,Latin America & Caribbean,2.669305,0.494782006,4.607050249,-1.058188534,1.892927572,6.221051678,4.070252971,3.387280468,2.198941227,-1.507585123,-2.898024887,0.573877117,-0.397089903,
Philippines,Philippines,Lower middle income,East Asia & Pacific,3.372022692,4.807859333,2.438131312,-0.506779975,5.853846681,1.92077308,4.881194404,5.267653061,4.411728032,4.404527665,5.285169945,5.146628571,4.770738946,
Philippines,Philippines,Lower middle income,East Asia & Pacific,3.372022692,4.807859333,2.438131312,-0.506779975,5.853846681,1.92077308,4.881194404,5.267653061,4.411728032,4.404527665,5.285169945,5.146628571,4.770738946,
Philippines,Philippines,Lower middle income,East Asia & Pacific,3.372022692,4.807859333,2.438131312,-0.506779975,5.853846681,1.92077308,4.881194404,5.267653061,4.411728032,4.404527665,5.285169945,5.146628571,4.770738946,
Madagascar,Madagascar,Low income,Sub-Saharan Africa,1.999105964,3.215972593,4.112619346,-6.68611369,-2.498167614,-1.309325039,0.24892493,-0.481897261,0.562646459,0.3755243,1.416747523,1.548700256,2.416764912,
Belize,Belize,Upper middle income,Latin America & Caribbean,1.878831785,-1.49656617,0.60526286,-1.834970614,0.879869659,-0.242059957,0.573592985,-1.398684164,1.447247899,1.263488278,-2.602978122,-0.551942156,1.085338227,
Peru,Peru,Upper middle income,Latin America & Caribbean,6.626215977,7.633650272,8.250627366,0.287068446,7.455358648,5.467384491,5.267528821,4.90257197,1.305487896,1.966916414,2.42542665,0.829368602,2.205190229,
Peru,Peru,Upper middle income,Latin America & Caribbean,6.626215977,7.633650272,8.250627366,0.287068446,7.455358648,5.467384491,5.267528821,4.90257197,1.305487896,1.966916414,2.42542665,0.829368602,2.205190229,
"Venezuela, RB",Venezuela,Upper middle income,Latin America & Caribbean,8.16271041,7.167369512,3.798934326,-4.566942212,-2.90526003,2.559313287,3.920542223,-0.089837107,-4.731050162,0,0,0,0,
"Venezuela, RB",Venezuela,Upper middle income,Latin America & Caribbean,8.16271041,7.167369512,3.798934326,-4.566942212,-2.90526003,2.559313287,3.920542223,-0.089837107,-4.731050162,0,0,0,0,
Sri Lanka,Sri Lanka,Upper middle income,South Asia,6.842935864,6.010615485,5.197557743,2.82103706,7.279064155,7.677029435,9.00387327,2.59207381,3.985755206,4.046239566,3.338429756,2.257527806,2.132746096,
Ecuador,Ecuador,Upper middle income,Latin America & Caribbean,2.669305,0.494782006,4.607050249,-1.058188534,1.892927572,6.221051678,4.070252971,3.387280468,2.198941227,-1.507585123,-2.898024887,0.573877117,-0.397089903,
Cuba,Cuba,Upper middle income,Latin America & Caribbean,12.0691869,7.358672796,4.24794498,1.544039045,2.398351377,2.703145897,2.827934086,2.514299704,0.831466817,4.273260224,0.422178217,1.746246382,0,
Madagascar,Madagascar,Low income,Sub-Saharan Africa,1.999105964,3.215972593,4.112619346,-6.68611369,-2.498167614,-1.309325039,0.24892493,-0.481897261,0.562646459,0.3755243,1.416747523,1.548700256,2.416764912,
Ecuador,Ecuador,Upper middle income,Latin America & Caribbean,2.669305,0.494782006,4.607050249,-1.058188534,1.892927572,6.221051678,4.070252971,3.387280468,2.198941227,-1.507585123,-2.898024887,0.573877117,-0.397089903,
Vietnam,Vietnam,Lower middle income,East Asia & Pacific,5.985669404,6.123607298,4.65245944,4.370643753,5.364180765,5.159735794,4.156333781,4.317191047,4.872999042,5.571390342,5.12005124,5.730628273,6.018088398,
Brazil,Brazil,Upper middle income,Latin America & Caribbean,2.834754095,4.974704674,4.054409568,-1.081943896,6.524372804,3.026404568,1.014535214,2.108888405,-0.352479218,-4.351483989,-4.098702255,0.251410419,0.328069801,
"Venezuela, RB",Venezuela,Upper middle income,Latin America & Caribbean,8.16271041,7.167369512,3.798934326,-4.566942212,-2.90526003,2.559313287,3.920542223,-0.089837107,-4.731050162,0,0,0,0,
Cuba,Cuba,Upper middle income,Latin America & Caribbean,12.0691869,7.358672796,4.24794498,1.544039045,2.398351377,2.703145897,2.827934086,2.514299704,0.831466817,4.273260224,0.422178217,1.746246382,0,
Madagascar,Madagascar,Low income,Sub-Saharan Africa,1.999105964,3.215972593,4.112619346,-6.68611369,-2.498167614,-1.309325039,0.24892493,-0.481897261,0.562646459,0.3755243,1.416747523,1.548700256,2.416764912,
Madagascar,Madagascar,Low income,Sub-Saharan Africa,1.999105964,3.215972593,4.112619346,-6.68611369,-2.498167614,-1.309325039,0.24892493,-0.481897261,0.562646459,0.3755243,1.416747523,1.548700256,2.416764912,
Nicaragua,Nicaragua,Lower middle income,Latin America & Caribbean,2.733979904,3.642290091,2.023517289,-4.607124898,3.002102336,4.894324286,5.081172629,3.543724759,3.416025462,3.436621539,3.224023651,3.349484869,-5.015619975,
Dominican Republic,Dominican Republic,Upper middle income,Latin America & Caribbean,7.736305254,6.033694071,1.908603408,-0.304633349,7.016750474,1.892348697,1.499963278,3.650787233,6.397640872,5.820572986,5.422167969,3.404295446,5.803116129,
Madagascar,Madagascar,Low income,Sub-Saharan Africa,1.999105964,3.215972593,4.112619346,-6.68611369,-2.498167614,-1.309325039,0.24892493,-0.481897261,0.562646459,0.3755243,1.416747523,1.548700256,2.416764912,
Peru,Peru,Upper middle income,Latin America & Caribbean,6.626215977,7.633650272,8.250627366,0.287068446,7.455358648,5.467384491,5.267528821,4.90257197,1.305487896,1.966916414,2.42542665,0.829368602,2.205190229,
"Venezuela, RB",Venezuela,Upper middle income,Latin America & Caribbean,8.16271041,7.167369512,3.798934326,-4.566942212,-2.90526003,2.559313287,3.920542223,-0.089837107,-4.731050162,0,0,0,0,
Costa Rica,Costa Rica,Upper middle income,Latin America & Caribbean,5.759250942,6.713682505,3.277983602,-2.232638559,3.653246237,3.052918159,3.569356339,1.102147306,2.365020868,2.511403189,3.149324392,2.340034914,1.647829063,
Dominican Republic,Dominican Republic,Upper middle income,Latin America & Caribbean,7.736305254,6.033694071,1.908603408,-0.304633349,7.016750474,1.892348697,1.499963278,3.650787233,6.397640872,5.820572986,5.422167969,3.404295446,5.803116129,
Mexico,Mexico,Upper middle income,Latin America & Caribbean,2.984438342,0.782568094,-0.357632988,-6.67416705,3.617189436,2.227160852,2.247145121,0.029449417,1.499188933,2.013927114,1.690630236,0.888544148,0.851768911,
Peru,Peru,Upper middle income,Latin America & Caribbean,6.626215977,7.633650272,8.250627366,0.287068446,7.455358648,5.467384491,5.267528821,4.90257197,1.305487896,1.966916414,2.42542665,0.829368602,2.205190229,
Colombia,Colombia,Upper middle income,Latin America & Caribbean,5.412128486,5.537720293,2.049697449,0.085765812,3.256962621,6.327070066,2.970052362,3.621397024,3.676012448,1.761184057,0.708331384,-0.160980396,1.112276195,
Papua New Guinea,Papua New Guinea,Lower middle income,East Asia & Pacific,-0.044662242,8.460565895,-2.690903743,4.28556663,7.628132372,-1.080578023,2.470675416,1.73187684,11.23832133,7.325011424,2.03625075,-0.451189954,-1.536193585,
Vietnam,Vietnam,Lower middle income,East Asia & Pacific,5.985669404,6.123607298,4.65245944,4.370643753,5.364180765,5.159735794,4.156333781,4.317191047,4.872999042,5.571390342,5.12005124,5.730628273,6.018088398,
Trinidad and Tobago,Trinidad,High income,Latin America & Caribbean,12.68145937,4.282658,2.920417068,-4.861255151,2.761778039,-0.893627889,0.643274271,1.336637593,-1.597881766,1.184744504,-7.00029079,-2.361272824,0.280784372,
Suriname,Suriname,Upper middle income,Latin America & Caribbean,4.579089473,3.888782466,2.952614885,1.838118198,3.968757635,4.653175527,1.539448592,1.79632115,-0.828461589,-4.425106353,-6.521650973,0.687495235,1.024190548,
Belize,Belize,Upper middle income,Latin America & Caribbean,1.878831785,-1.49656617,0.60526286,-1.834970614,0.879869659,-0.242059957,0.573592985,-1.398684164,1.447247899,1.263488278,-2.602978122,-0.551942156,1.085338227,
Bolivia,Bolivia,Lower middle income,Latin America & Caribbean,2.97734206,2.781323569,4.3685374,1.649225543,2.42927786,3.510975031,3.453697676,5.127573478,3.843757228,3.282718711,2.732039942,2.696065296,2.752155942,
Mexico,Mexico,Upper middle income,Latin America & Caribbean,2.984438342,0.782568094,-0.357632988,-6.67416705,3.617189436,2.227160852,2.247145121,0.029449417,1.499188933,2.013927114,1.690630236,0.888544148,0.851768911,
Dominican Republic,Dominican Republic,Upper middle income,Latin America & Caribbean,7.736305254,6.033694071,1.908603408,-0.304633349,7.016750474,1.892348697,1.499963278,3.650787233,6.397640872,5.820572986,5.422167969,3.404295446,5.803116129,
Cote d'Ivoire,West Africa,Lower middle income,Sub-Saharan Africa,-0.651437208,-0.444884354,0.271158496,0.916728923,-0.336444149,-6.641118189,8.042352489,6.225706887,6.10311564,6.13206803,5.267910827,4.992709086,4.725692099,
Peru,"Peru, Ecuador",Upper middle income,Latin America & Caribbean,6.626215977,7.633650272,8.250627366,0.287068446,7.455358648,5.467384491,5.267528821,4.90257197,1.305487896,1.966916414,2.42542665,0.829368602,2.205190229,
?ÿ,?ÿ,,,,,,,,,,,,,,,,
?ÿ,?ÿ,,,,,,,,,,,,,,,,
Ghana,Ghana,Lower middle income,Sub-Saharan Africa,3.716443793,1.689108882,6.371104419,2.21104946,5.24929629,11.3154464,6.733563592,4.847493942,0.566072139,-0.11392677,1.149647335,5.768551437,3.958667186,
Peru,Peru,Upper middle income,Latin America & Caribbean,6.626215977,7.633650272,8.250627366,0.287068446,7.455358648,5.467384491,5.267528821,4.90257197,1.305487896,1.966916414,2.42542665,0.829368602,2.205190229,
Madagascar,Madagascar,Low income,Sub-Saharan Africa,1.999105964,3.215972593,4.112619346,-6.68611369,-2.498167614,-1.309325039,0.24892493,-0.481897261,0.562646459,0.3755243,1.416747523,1.548700256,2.416764912,
Peru,Peru,Upper middle income,Latin America & Caribbean,6.626215977,7.633650272,8.250627366,0.287068446,7.455358648,5.467384491,5.267528821,4.90257197,1.305487896,1.966916414,2.42542665,0.829368602,2.205190229,
Madagascar,Madagascar,Low income,Sub-Saharan Africa,1.999105964,3.215972593,4.112619346,-6.68611369,-2.498167614,-1.309325039,0.24892493,-0.481897261,0.562646459,0.3755243,1.416747523,1.548700256,2.416764912,
Ecuador,"Ecuador, Mad., PNG",Upper middle income,Latin America & Caribbean,2.669305,0.494782006,4.607050249,-1.058188534,1.892927572,6.221051678,4.070252971,3.387280468,2.198941227,-1.507585123,-2.898024887,0.573877117,-0.397089903,
Papua New Guinea,Papua New Guinea,Lower middle income,East Asia & Pacific,-0.044662242,8.460565895,-2.690903743,4.28556663,7.628132372,-1.080578023,2.470675416,1.73187684,11.23832133,7.325011424,2.03625075,-0.451189954,-1.536193585,
Dominican Republic,Dominican Republic,Upper middle income,Latin America & Caribbean,7.736305254,6.033694071,1.908603408,-0.304633349,7.016750474,1.892348697,1.499963278,3.650787233,6.397640872,5.820572986,5.422167969,3.404295446,5.803116129,
Ecuador,Ecuador,Upper middle income,Latin America & Caribbean,2.669305,0.494782006,4.607050249,-1.058188534,1.892927572,6.221051678,4.070252971,3.387280468,2.198941227,-1.507585123,-2.898024887,0.573877117,-0.397089903,
Peru,Peru,Upper middle income,Latin America & Caribbean,6.626215977,7.633650272,8.250627366,0.287068446,7.455358648,5.467384491,5.267528821,4.90257197,1.305487896,1.966916414,2.42542665,0.829368602,2.205190229,
Ecuador,Ecuador,Upper middle income,Latin America & Caribbean,2.669305,0.494782006,4.607050249,-1.058188534,1.892927572,6.221051678,4.070252971,3.387280468,2.198941227,-1.507585123,-2.898024887,0.573877117,-0.397089903,
Bolivia,Bolivia,Lower middle income,Latin America & Caribbean,2.97734206,2.781323569,4.3685374,1.649225543,2.42927786,3.510975031,3.453697676,5.127573478,3.843757228,3.282718711,2.732039942,2.696065296,2.752155942,
Madagascar,Madagascar,Low income,Sub-Saharan Africa,1.999105964,3.215972593,4.112619346,-6.68611369,-2.498167614,-1.309325039,0.24892493,-0.481897261,0.562646459,0.3755243,1.416747523,1.548700256,2.416764912,
Mexico,Mexico,Upper middle income,Latin America & Caribbean,2.984438342,0.782568094,-0.357632988,-6.67416705,3.617189436,2.227160852,2.247145121,0.029449417,1.499188933,2.013927114,1.690630236,0.888544148,0.851768911,
Brazil,Brazil,Upper middle income,Latin America & Caribbean,2.834754095,4.974704674,4.054409568,-1.081943896,6.524372804,3.026404568,1.014535214,2.108888405,-0.352479218,-4.351483989,-4.098702255,0.251410419,0.328069801,
"Venezuela, RB",Venezuela,Upper middle income,Latin America & Caribbean,8.16271041,7.167369512,3.798934326,-4.566942212,-2.90526003,2.559313287,3.920542223,-0.089837107,-4.731050162,0,0,0,0,
Bolivia,Bolivia,Lower middle income,Latin America & Caribbean,2.97734206,2.781323569,4.3685374,1.649225543,2.42927786,3.510975031,3.453697676,5.127573478,3.843757228,3.282718711,2.732039942,2.696065296,2.752155942,
Brazil,Brazil,Upper middle income,Latin America & Caribbean,2.834754095,4.974704674,4.054409568,-1.081943896,6.524372804,3.026404568,1.014535214,2.108888405,-0.352479218,-4.351483989,-4.098702255,0.251410419,0.328069801,
Peru,Peru,Upper middle income,Latin America & Caribbean,6.626215977,7.633650272,8.250627366,0.287068446,7.455358648,5.467384491,5.267528821,4.90257197,1.305487896,1.966916414,2.42542665,0.829368602,2.205190229,
Belize,Belize,Upper middle income,Latin America & Caribbean,1.878831785,-1.49656617,0.60526286,-1.834970614,0.879869659,-0.242059957,0.573592985,-1.398684164,1.447247899,1.263488278,-2.602978122,-0.551942156,1.085338227,
Madagascar,Madagascar,Low income,Sub-Saharan Africa,1.999105964,3.215972593,4.112619346,-6.68611369,-2.498167614,-1.309325039,0.24892493,-0.481897261,0.562646459,0.3755243,1.416747523,1.548700256,2.416764912,
Ecuador,Ecuador,Upper middle income,Latin America & Caribbean,2.669305,0.494782006,4.607050249,-1.058188534,1.892927572,6.221051678,4.070252971,3.387280468,2.198941227,-1.507585123,-2.898024887,0.573877117,-0.397089903,
Dominican Republic,Domincan Republic,Upper middle income,Latin America & Caribbean,7.736305254,6.033694071,1.908603408,-0.304633349,7.016750474,1.892348697,1.499963278,3.650787233,6.397640872,5.820572986,5.422167969,3.404295446,5.803116129,
Guatemala,Guatemala,Upper middle income,Latin America & Caribbean,3.012192577,3.950633989,1.023941773,-1.649558746,0.660606009,1.943561071,0.798801032,1.536354441,2.032085718,2.030732289,1.037037387,0.744150536,1.154371768,
Ecuador,Ecuador,Upper middle income,Latin America & Caribbean,2.669305,0.494782006,4.607050249,-1.058188534,1.892927572,6.221051678,4.070252971,3.387280468,2.198941227,-1.507585123,-2.898024887,0.573877117,-0.397089903,
Madagascar,Madagascar,Low income,Sub-Saharan Africa,1.999105964,3.215972593,4.112619346,-6.68611369,-2.498167614,-1.309325039,0.24892493,-0.481897261,0.562646459,0.3755243,1.416747523,1.548700256,2.416764912,
Uganda,Uganda,Low income,Sub-Saharan Africa,7.345864106,5.048748955,5.331585491,3.471575151,2.324401765,5.964687795,0.585699589,0.290029688,1.641212971,1.573939518,1.022778127,0.040409572,2.214677203,
Peru,Peru,Upper middle income,Latin America & Caribbean,6.626215977,7.633650272,8.250627366,0.287068446,7.455358648,5.467384491,5.267528821,4.90257197,1.305487896,1.966916414,2.42542665,0.829368602,2.205190229,
"Congo, Dem. Rep.",Congo,Low income,Sub-Saharan Africa,1.984891599,2.849852328,2.783842465,-0.500573021,3.598840323,3.366411993,3.571790138,4.927562522,5.895886035,3.442604598,-0.907723407,0.401471108,2.399910664,
Madagascar,Madagascar,Low income,Sub-Saharan Africa,1.999105964,3.215972593,4.112619346,-6.68611369,-2.498167614,-1.309325039,0.24892493,-0.481897261,0.562646459,0.3755243,1.416747523,1.548700256,2.416764912,
Cote d'Ivoire,Ivory Coast,Lower middle income,Sub-Saharan Africa,-0.651437208,-0.444884354,0.271158496,0.916728923,-0.336444149,-6.641118189,8.042352489,6.225706887,6.10311564,6.13206803,5.267910827,4.992709086,4.725692099,
Ghana,Ghana,Lower middle income,Sub-Saharan Africa,3.716443793,1.689108882,6.371104419,2.21104946,5.24929629,11.3154464,6.733563592,4.847493942,0.566072139,-0.11392677,1.149647335,5.768551437,3.958667186,
